id,user_id,plan_id,product,plan_name,billing_period,amount_cents,discount_cents,status,quantity,trial_start_date,trial_end_date,current_period_start,current_period_end,cancel_at_period_end,canceled_at,ended_at,created_at,updated_at,stripe_subscription_id,promo_code,payment_method,deleted_at
245,237,7,teamchat,enterprise,monthly,14999,0,active,4,,,2025-01-27,2025-02-26,False,,,2025-01-27T21:22:29,2025-01-27T21:22:29,sub_413832aeae594660acbbd124,,bank_transfer,
246,238,3,datahub,enterprise,annual,199990,0,trial,9,2025-09-22,2025-10-06,2025-09-22,2026-09-22,False,,,2025-09-22T03:20:08,2025-09-22T03:20:08,sub_22faec06e02445898647ee1c,,bank_transfer,
247,238,10,datahub,enterprise,annual,199990,0,active,20,,,2025-09-18,2026-09-18,False,,,2025-09-18T03:20:08,2025-09-18T03:20:08,sub_199c54f683e64a59a9817a3a,,bank_transfer,
248,238,8,datahub,starter,monthly,1999,0,active,19,,,2025-09-24,2025-10-24,False,,,2025-09-24T03:20:08,2025-09-24T03:20:08,sub_df3ef1893f0f46a6a6dc7084,,invoice,
249,239,1,cloudsync,starter,monthly,999,0,active,1,,,2025-10-21,2025-11-20,False,,,2025-10-21T13:14:17,2025-10-21T13:14:17,sub_dacdc94bd03f43d58fde63ab,,bank_transfer,
250,241,10,datahub,starter,monthly,1999,421,trial,16,2023-10-25,2023-11-08,2023-10-25,2023-11-24,False,,,2023-10-25T07:35:46,2023-10-25T07:35:46,sub_7f5a37a027ca4439a5c00d92,PROMO48,card,
251,242,17,cloudsync,professional,annual,29990,0,active,17,,,2025-07-27,2026-07-27,False,,,2025-07-27T22:28:46,2025-07-27T22:28:46,sub_ad43df318d974466ab528293,,card,
252,242,13,cloudsync,starter,annual,9990,0,past_due,17,,,2025-07-27,2026-07-27,False,,,2025-07-27T22:28:46,2025-07-27T22:28:46,sub_3ca26ed84219434597f2dbe2,,card,
253,243,9,datahub,starter,annual,19990,0,past_due,13,,,2023-01-06,2024-01-06,False,,,2023-01-06T07:17:36,2023-01-06T07:17:36,sub_d6c529c727614e44bc29ebe3,,card,
254,244,1,teamchat,enterprise,annual,149990,24369,canceled,20,,,2025-06-27,2026-06-27,True,2025-09-02T18:50:25,2025-10-02T18:50:25,2025-06-27T08:20:16,2025-06-27T08:20:16,sub_e08f8ecf18c94272af7aca74,PROMO66,card,
255,246,12,datahub,starter,monthly,1999,0,active,11,,,2025-07-19,2025-08-18,False,,,2025-07-19T12:08:10,2025-07-19T12:08:10,sub_87dbe8e4c8f349d6ba5ceb64,,bank_transfer,
256,247,6,teamchat,professional,annual,49990,5279,canceled,9,,,2025-05-24,2026-05-24,True,2025-11-10T01:17:30,2025-12-10T01:17:30,2025-05-24T20:04:22,2025-05-24T20:04:22,sub_eef815ea22d6406daa046484,PROMO70,invoice,
257,250,11,datahub,professional,monthly,5999,0,active,4,,,2025-10-31,2025-11-30,False,,,2025-10-31T18:07:46,2025-10-31T18:07:46,sub_937aabd602fb4c2e9eda288b,,card,
258,253,14,datahub,enterprise,annual,199990,0,canceled,18,,,2025-08-13,2026-08-13,True,2025-10-21T13:47:52,2025-11-20T13:47:52,2025-08-13T09:43:51,2025-08-13T09:43:51,sub_ef969efb95144a30a0b19a07,,invoice,
259,255,9,teamchat,starter,monthly,1499,134,active,5,,,2023-02-17,2023-03-19,False,,,2023-02-17T16:44:25,2023-02-17T16:44:25,sub_1b5612c7ebb848edb12b95a9,PROMO37,bank_transfer,
260,255,18,datahub,professional,monthly,5999,0,active,8,,,2023-02-12,2023-03-14,False,,,2023-02-12T16:44:25,2023-02-12T16:44:25,sub_10fcbfbfa2cb4a10810bc9f2,,card,
261,256,3,teamchat,enterprise,monthly,14999,0,active,20,,,2023-01-27,2023-02-26,False,,,2023-01-27T07:46:19,2023-01-27T07:46:19,sub_f7c0c4c9bb284a5386f537c7,,invoice,
262,256,5,datahub,professional,annual,59990,0,trial,18,2023-01-26,2023-02-09,2023-01-26,2024-01-26,False,,,2023-01-26T07:46:19,2023-01-26T07:46:19,sub_d11f64b39440415983ca1e92,,invoice,
263,258,12,datahub,starter,annual,19990,0,trial,13,2024-03-25,2024-04-08,2024-03-25,2025-03-25,False,,,2024-03-25T03:40:06,2024-03-25T03:40:06,sub_b229e1823fca41918926cd7f,,bank_transfer,
264,259,1,cloudsync,enterprise,annual,99990,0,canceled,11,,,2023-11-17,2024-11-16,True,2025-03-06T18:45:28,2025-04-05T18:45:28,2023-11-17T16:34:14,2023-11-17T16:34:14,sub_8e00712c8e244da4903b3631,,bank_transfer,
265,259,9,datahub,enterprise,monthly,19999,0,active,5,,,2023-11-12,2023-12-12,False,,,2023-11-12T16:34:14,2023-11-12T16:34:14,sub_c8b5f517646449a8ac003493,,bank_transfer,
266,259,5,cloudsync,starter,monthly,999,0,trial,11,2023-11-15,2023-11-29,2023-11-15,2023-12-15,False,,,2023-11-15T16:34:14,2023-11-15T16:34:14,sub_859da964bd6847e1bf2d73f9,,bank_transfer,
267,261,10,cloudsync,professional,monthly,2999,0,active,18,,,2025-02-13,2025-03-15,False,,,2025-02-13T14:43:48,2025-02-13T14:43:48,sub_0278e07103c74566afc607bc,,invoice,
268,262,6,cloudsync,enterprise,annual,99990,15678,active,7,,,2023-02-21,2024-02-21,False,,,2023-02-21T09:09:21,2023-02-21T09:09:21,sub_8a51468532074b0e9fef5c0f,PROMO10,bank_transfer,
269,263,14,datahub,professional,annual,59990,3029,active,1,,,2023-04-20,2024-04-19,False,,,2023-04-20T02:47:47,2023-04-20T02:47:47,sub_35534c95609c4d3c9717f80a,PROMO92,invoice,
270,263,15,datahub,enterprise,annual,199990,12586,active,7,,,2023-04-20,2024-04-19,False,,,2023-04-20T02:47:47,2023-04-20T02:47:47,sub_cd531116e5eb41eabf33041d,PROMO99,card,
271,264,15,datahub,starter,monthly,1999,458,canceled,18,,,2025-06-17,2025-07-17,True,2026-01-12T17:52:12,2026-02-11T17:52:12,2025-06-17T10:52:24,2025-06-17T10:52:24,sub_a23fa5b29cbb4fa49dd62926,PROMO74,card,
272,267,5,teamchat,enterprise,annual,149990,0,active,8,,,2023-02-05,2024-02-05,False,,,2023-02-05T01:52:25,2023-02-05T01:52:25,sub_e867672303c742b1aa18c555,,card,
273,268,8,datahub,professional,monthly,5999,1590,canceled,16,,,2024-01-12,2024-02-11,True,2024-03-03T02:47:34,2024-04-02T02:47:34,2024-01-12T03:56:42,2024-01-12T03:56:42,sub_13d7e31b01af4e75927dd39d,PROMO96,bank_transfer,
274,270,11,teamchat,professional,annual,49990,14763,canceled,9,,,2024-05-07,2025-05-07,True,2025-01-10T08:17:40,2025-02-09T08:17:40,2024-05-07T10:07:43,2024-05-07T10:07:43,sub_e6475db8be0341bba5d641d2,PROMO19,bank_transfer,
275,270,18,teamchat,professional,annual,49990,12970,active,20,,,2024-05-05,2025-05-05,False,,,2024-05-05T10:07:43,2024-05-05T10:07:43,sub_3f702a93144c429cb0432964,PROMO97,card,
276,271,10,teamchat,enterprise,monthly,14999,0,active,12,,,2025-04-27,2025-05-27,False,,,2025-04-27T18:56:11,2025-04-27T18:56:11,sub_b225618e0c54444b8ae954aa,,bank_transfer,
277,271,15,datahub,enterprise,annual,199990,0,active,14,,,2025-04-24,2026-04-24,False,,,2025-04-24T18:56:11,2025-04-24T18:56:11,sub_83d52e63128b4d1db23d4ee1,,card,
278,272,4,cloudsync,enterprise,annual,99990,0,active,20,,,2024-10-30,2025-10-30,False,,,2024-10-30T11:47:43,2024-10-30T11:47:43,sub_aa97e169189244c0a4b411ea,,card,
279,272,13,datahub,professional,monthly,5999,0,active,4,,,2024-10-25,2024-11-24,False,,,2024-10-25T11:47:43,2024-10-25T11:47:43,sub_bd8c00b07f6e4fedae056a51,,bank_transfer,
280,273,2,cloudsync,enterprise,annual,99990,0,trial,4,2024-12-23,2025-01-06,2024-12-23,2025-12-23,False,,,2024-12-23T23:14:29,2024-12-23T23:14:29,sub_a3d8060b592c4cb79d28fba3,,card,
281,273,8,teamchat,enterprise,monthly,14999,0,active,8,,,2024-12-26,2025-01-25,False,,,2024-12-26T23:14:29,2024-12-26T23:14:29,sub_c02a3cf32090491cb487aa83,,invoice,
282,274,11,teamchat,enterprise,annual,149990,0,trial,2,2024-07-02,2024-07-16,2024-07-02,2025-07-02,False,,,2024-07-02T13:19:32,2024-07-02T13:19:32,sub_0997763a460b4765a2886d68,,invoice,
283,275,8,datahub,professional,monthly,5999,0,active,4,,,2025-12-17,2026-01-16,False,,,2025-12-17T04:25:37,2025-12-17T04:25:37,sub_74d93ced5a17419bae1f4a96,,card,
284,276,2,cloudsync,starter,annual,9990,0,active,12,,,2025-07-20,2026-07-20,False,,,2025-07-20T11:36:19,2025-07-20T11:36:19,sub_8eaa2483d39b484db67a818a,,card,
285,277,17,datahub,enterprise,monthly,19999,0,active,18,,,2025-11-28,2025-12-28,False,,,2025-11-28T16:47:14,2025-11-28T16:47:14,sub_b13d159de8c24d34a3a44b6a,,card,
286,281,2,datahub,enterprise,monthly,19999,4759,trial,7,2023-05-07,2023-05-21,2023-05-07,2023-06-06,False,,,2023-05-07T08:58:08,2023-05-07T08:58:08,sub_ed273e88fb534e8b9b85a6ef,PROMO61,bank_transfer,
287,281,2,teamchat,starter,annual,14990,2706,trial,19,2023-05-11,2023-05-25,2023-05-11,2024-05-10,False,,,2023-05-11T08:58:08,2023-05-11T08:58:08,sub_2801b437a9b5499a99b1b026,PROMO91,invoice,
288,281,10,teamchat,enterprise,annual,149990,0,trial,9,2023-05-05,2023-05-19,2023-05-05,2024-05-04,False,,,2023-05-05T08:58:08,2023-05-05T08:58:08,sub_e31505fa91a4451fad442e24,,invoice,
289,282,14,teamchat,professional,annual,49990,12288,trial,14,2025-06-10,2025-06-24,2025-06-10,2026-06-10,False,,,2025-06-10T14:58:38,2025-06-10T14:58:38,sub_1fc8077a6ea6475a83e27d9a,PROMO48,card,
290,286,6,teamchat,enterprise,monthly,14999,0,canceled,20,,,2024-08-17,2024-09-16,True,2025-06-27T17:50:20,2025-07-27T17:50:20,2024-08-17T10:08:41,2024-08-17T10:08:41,sub_c1e8467d9eae4fc6add7f62d,,bank_transfer,
291,287,12,cloudsync,starter,annual,9990,0,active,10,,,2025-05-03,2026-05-03,False,,,2025-05-03T16:28:33,2025-05-03T16:28:33,sub_b40db23293c444e7b053c95e,,bank_transfer,
292,289,14,teamchat,starter,annual,14990,0,active,13,,,2023-04-30,2024-04-29,False,,,2023-04-30T22:48:37,2023-04-30T22:48:37,sub_f848175d67e147629e536fa4,,card,
293,290,12,teamchat,professional,annual,49990,0,active,18,,,2025-08-18,2026-08-18,False,,,2025-08-18T18:19:20,2025-08-18T18:19:20,sub_57e721989f8f415a867dee2f,,invoice,
294,290,3,datahub,starter,annual,19990,0,canceled,15,,,2025-08-15,2026-08-15,True,2026-01-11T04:00:24,2026-02-10T04:00:24,2025-08-15T18:19:20,2025-08-15T18:19:20,sub_8394f7e6fa8c42229e5c4fa9,,card,
295,291,4,cloudsync,starter,monthly,999,0,active,8,,,2025-06-17,2025-07-17,False,,,2025-06-17T16:08:29,2025-06-17T16:08:29,sub_00c1960ab6314d2ba2b3621d,,invoice,
296,291,16,teamchat,enterprise,annual,149990,9152,active,15,,,2025-06-17,2026-06-17,False,,,2025-06-17T16:08:29,2025-06-17T16:08:29,sub_757a7bc44d1b408a9bef2043,PROMO46,card,
297,292,5,datahub,starter,annual,19990,171,canceled,14,,,2023-05-25,2024-05-24,True,2024-05-02T12:39:40,2024-06-01T12:39:40,2023-05-25T20:18:35,2023-05-25T20:18:35,sub_66090a8208c94ca489afca2a,PROMO91,invoice,
298,293,15,datahub,enterprise,annual,199990,0,canceled,4,,,2023-10-29,2024-10-28,True,2025-09-04T14:18:37,2025-10-04T14:18:37,2023-10-29T23:01:06,2023-10-29T23:01:06,sub_be5949d7cf6147ed83af3b09,,bank_transfer,
299,293,13,datahub,professional,annual,59990,0,active,8,,,2023-11-02,2024-11-01,False,,,2023-11-02T23:01:06,2023-11-02T23:01:06,sub_ef98df34deca42b1bcd998e3,,invoice,
300,295,14,cloudsync,starter,monthly,999,217,active,18,,,2023-06-19,2023-07-19,False,,,2023-06-19T04:18:52,2023-06-19T04:18:52,sub_cd85c03ac4764cd682bdaa9a,PROMO38,invoice,
301,296,13,cloudsync,starter,annual,9990,0,active,4,,,2024-10-13,2025-10-13,False,,,2024-10-13T22:04:30,2024-10-13T22:04:30,sub_d8c7fb94cb6345b7928282bf,,invoice,
302,298,10,teamchat,starter,annual,14990,1952,trial,5,2025-04-07,2025-04-21,2025-04-07,2026-04-07,False,,,2025-04-07T15:15:07,2025-04-07T15:15:07,sub_dfd75fb0a3e94e4c83cd7bcd,PROMO58,card,
303,300,11,cloudsync,professional,monthly,2999,578,canceled,12,,,2024-05-21,2024-06-20,True,2025-03-24T23:51:47,2025-04-23T23:51:47,2024-05-21T22:24:55,2024-05-21T22:24:55,sub_059a5cd86484447e9e882709,PROMO84,card,
304,301,18,teamchat,professional,annual,49990,11889,active,11,,,2024-12-13,2025-12-13,False,,,2024-12-13T01:47:28,2024-12-13T01:47:28,sub_7ad8fbc69ffc4ec2bd7dbd75,PROMO10,card,
305,302,5,cloudsync,enterprise,monthly,9999,1197,canceled,6,,,2025-09-22,2025-10-22,True,2025-11-15T22:26:00,2025-12-15T22:26:00,2025-09-22T02:20:04,2025-09-22T02:20:04,sub_855ffee8be854c6791388ba8,PROMO78,bank_transfer,
306,305,16,cloudsync,starter,annual,9990,0,canceled,10,,,2025-09-15,2026-09-15,True,2025-11-01T04:58:57,2025-12-01T04:58:57,2025-09-15T22:56:58,2025-09-15T22:56:58,sub_ffbdf396d81f4d5fb293789e,,bank_transfer,
307,306,5,cloudsync,starter,annual,9990,0,active,1,,,2024-08-24,2025-08-24,False,,,2024-08-24T21:35:49,2024-08-24T21:35:49,sub_15f582046ce94cee90506f3a,,invoice,
308,308,2,teamchat,enterprise,annual,149990,22590,active,4,,,2023-04-18,2024-04-17,False,,,2023-04-18T22:46:26,2023-04-18T22:46:26,sub_14272754de454462a4bd9b32,PROMO99,bank_transfer,
309,309,14,teamchat,starter,monthly,1499,0,active,6,,,2025-04-26,2025-05-26,False,,,2025-04-26T02:09:29,2025-04-26T02:09:29,sub_cb9c7f06f9b1431f97a53bfb,,bank_transfer,
310,311,10,datahub,starter,annual,19990,0,active,5,,,2023-10-01,2024-09-30,False,,,2023-10-01T09:52:12,2023-10-01T09:52:12,sub_ca0d05dcad5c4bc9bc19b2cb,,invoice,
311,312,8,teamchat,enterprise,monthly,14999,2954,trial,3,2023-02-10,2023-02-24,2023-02-10,2023-03-12,False,,,2023-02-10T17:16:44,2023-02-10T17:16:44,sub_47b34a22364f4a4d8969718d,PROMO57,invoice,
312,312,17,cloudsync,enterprise,monthly,9999,0,active,14,,,2023-02-08,2023-03-10,False,,,2023-02-08T17:16:44,2023-02-08T17:16:44,sub_989257e8a973451f91d6e401,,invoice,
313,313,10,teamchat,enterprise,monthly,14999,0,trial,4,2024-06-15,2024-06-29,2024-06-15,2024-07-15,False,,,2024-06-15T03:04:14,2024-06-15T03:04:14,sub_2816889e5e844872ac65fc01,,card,
314,316,13,cloudsync,professional,monthly,2999,0,active,14,,,2025-07-10,2025-08-09,False,,,2025-07-10T14:06:18,2025-07-10T14:06:18,sub_3e9d162deef54c98a2096566,,card,
315,318,6,cloudsync,starter,annual,9990,0,active,6,,,2025-01-16,2026-01-16,False,,,2025-01-16T09:48:46,2025-01-16T09:48:46,sub_57d4406d9c6947d7a24a33a6,,card,
316,319,4,cloudsync,starter,monthly,999,0,active,7,,,2023-03-18,2023-04-17,False,,,2023-03-18T16:13:23,2023-03-18T16:13:23,sub_a9a9885934ce445a94d29a48,,card,
317,320,14,datahub,professional,monthly,5999,0,canceled,10,,,2025-03-18,2025-04-17,True,2025-07-25T15:46:34,2025-08-24T15:46:34,2025-03-18T22:48:20,2025-03-18T22:48:20,sub_56bc9f98e3474f2b9daa324d,,invoice,
318,322,7,teamchat,professional,annual,49990,0,active,9,,,2023-06-29,2024-06-28,False,,,2023-06-29T13:18:19,2023-06-29T13:18:19,sub_a31621b6bc3a4decb17df64b,,card,
319,323,9,datahub,professional,monthly,5999,1477,active,19,,,2025-07-29,2025-08-28,False,,,2025-07-29T20:25:51,2025-07-29T20:25:51,sub_0cf57c9e37e2403a9e86e6fc,PROMO80,bank_transfer,
320,323,3,datahub,professional,monthly,5999,0,trial,11,2025-07-30,2025-08-13,2025-07-30,2025-08-29,False,,,2025-07-30T20:25:51,2025-07-30T20:25:51,sub_3966f4833183412483f5bca5,,bank_transfer,
321,325,8,teamchat,professional,monthly,4999,0,canceled,17,,,2024-05-07,2024-06-06,True,2024-10-06T17:04:18,2024-11-05T17:04:18,2024-05-07T05:13:04,2024-05-07T05:13:04,sub_97495c3803b44d459abda62c,,card,
322,325,13,datahub,professional,annual,59990,0,past_due,19,,,2024-05-07,2025-05-07,False,,,2024-05-07T05:13:04,2024-05-07T05:13:04,sub_b5d535a2183244eb908d2db7,,bank_transfer,
323,325,11,teamchat,starter,annual,14990,0,canceled,8,,,2024-05-10,2025-05-10,True,2025-04-11T02:18:23,2025-05-11T02:18:23,2024-05-10T05:13:04,2024-05-10T05:13:04,sub_dd2a30d261854fb4ba7893bd,,invoice,
324,327,5,teamchat,starter,annual,14990,1745,active,10,,,2023-09-23,2024-09-22,False,,,2023-09-23T02:27:26,2023-09-23T02:27:26,sub_51f160937cfb42d49ec3218b,PROMO23,invoice,
325,328,10,teamchat,enterprise,annual,149990,0,active,14,,,2023-08-20,2024-08-19,False,,,2023-08-20T22:30:16,2023-08-20T22:30:16,sub_68039ae3b6ba4cb399caa2d0,,bank_transfer,
326,329,16,cloudsync,enterprise,monthly,9999,0,active,19,,,2023-06-05,2023-07-05,False,,,2023-06-05T15:34:40,2023-06-05T15:34:40,sub_2df897b63b514e1d9eb0ecb2,,bank_transfer,
327,329,13,cloudsync,enterprise,monthly,9999,0,canceled,17,,,2023-06-05,2023-07-05,True,2025-08-20T12:23:55,2025-09-19T12:23:55,2023-06-05T15:34:40,2023-06-05T15:34:40,sub_a4b4d41977464053854ae234,,bank_transfer,
328,331,4,cloudsync,professional,monthly,2999,695,active,9,,,2025-07-14,2025-08-13,False,,,2025-07-14T03:45:32,2025-07-14T03:45:32,sub_45983a9b57f04074b3184c95,PROMO78,bank_transfer,
329,332,4,datahub,enterprise,monthly,19999,0,active,10,,,2024-01-17,2024-02-16,False,,,2024-01-17T09:30:46,2024-01-17T09:30:46,sub_71e0f63efd34462095f85d8c,,invoice,
330,333,6,teamchat,professional,annual,49990,0,active,13,,,2025-06-07,2026-06-07,False,,,2025-06-07T00:19:16,2025-06-07T00:19:16,sub_de4516519d064dbf8249c715,,bank_transfer,
331,335,10,cloudsync,enterprise,monthly,9999,0,canceled,1,,,2024-04-20,2024-05-20,True,2025-08-21T02:33:09,2025-09-20T02:33:09,2024-04-20T21:40:20,2024-04-20T21:40:20,sub_07e59c968202442095d5ab34,,card,
332,336,3,datahub,enterprise,monthly,19999,3402,active,20,,,2024-02-22,2024-03-23,False,,,2024-02-22T05:22:34,2024-02-22T05:22:34,sub_ce74b28fb78e4a3fb42217db,PROMO62,invoice,
333,337,12,datahub,enterprise,monthly,19999,644,active,19,,,2023-09-10,2023-10-10,False,,,2023-09-10T11:01:01,2023-09-10T11:01:01,sub_f820204715b147f9b677ba93,PROMO13,card,
334,338,9,datahub,enterprise,annual,199990,0,active,7,,,2024-02-06,2025-02-05,False,,,2024-02-06T09:43:57,2024-02-06T09:43:57,sub_fe3105ed5c424591ab5f5940,,invoice,
335,338,4,datahub,professional,annual,59990,0,trial,10,2024-02-09,2024-02-23,2024-02-09,2025-02-08,False,,,2024-02-09T09:43:57,2024-02-09T09:43:57,sub_29f3f3241386400989ba6911,,card,
336,339,7,datahub,professional,monthly,5999,888,trial,2,2025-06-05,2025-06-19,2025-06-05,2025-07-05,False,,,2025-06-05T23:25:49,2025-06-05T23:25:49,sub_ec0fe9305b914bd5a209552a,PROMO19,invoice,
337,340,2,teamchat,starter,annual,14990,726,active,5,,,2025-07-05,2026-07-05,False,,,2025-07-05T17:26:33,2025-07-05T17:26:33,sub_f12d1337b07e4e33a39ba242,PROMO77,bank_transfer,
338,341,10,teamchat,starter,annual,14990,0,active,5,,,2025-10-25,2026-10-25,False,,,2025-10-25T17:28:44,2025-10-25T17:28:44,sub_7fe68c5b395744e2951604cf,,card,
339,342,7,teamchat,enterprise,annual,149990,0,canceled,3,,,2024-04-11,2025-04-11,True,2024-06-26T13:36:07,2024-07-26T13:36:07,2024-04-11T00:43:46,2024-04-11T00:43:46,sub_9d162c47c3e44f729793a62d,,invoice,
340,342,18,cloudsync,enterprise,annual,99990,0,canceled,13,,,2024-04-08,2025-04-08,True,2025-08-10T14:24:44,2025-09-09T14:24:44,2024-04-08T00:43:46,2024-04-08T00:43:46,sub_5fbe892cd20d448b910da3b2,,card,
341,344,10,datahub,starter,annual,19990,0,active,1,,,2023-07-23,2024-07-22,False,,,2023-07-23T02:13:00,2023-07-23T02:13:00,sub_e37fa46383314d3fb99d1194,,card,
342,345,5,cloudsync,starter,monthly,999,89,active,16,,,2025-08-12,2025-09-11,False,,,2025-08-12T17:07:53,2025-08-12T17:07:53,sub_000ee736cc28418fb589d36e,PROMO99,card,
343,346,8,teamchat,professional,annual,49990,0,canceled,18,,,2025-02-13,2026-02-13,True,2025-05-27T11:02:44,2025-06-26T11:02:44,2025-02-13T15:12:40,2025-02-13T15:12:40,sub_7d82c878f7fa4590a0a2ad6d,,card,
344,348,5,cloudsync,enterprise,annual,99990,0,canceled,4,,,2024-01-01,2024-12-31,True,2024-06-11T07:51:47,2024-07-11T07:51:47,2024-01-01T19:31:24,2024-01-01T19:31:24,sub_e7ecb43b81a5405286213fbf,,invoice,
345,351,3,teamchat,starter,annual,14990,0,past_due,14,,,2024-11-16,2025-11-16,False,,,2024-11-16T21:02:49,2024-11-16T21:02:49,sub_33360163f16043d98b7612c9,,bank_transfer,
346,353,12,teamchat,starter,annual,14990,0,trial,10,2024-12-10,2024-12-24,2024-12-10,2025-12-10,False,,,2024-12-10T08:24:59,2024-12-10T08:24:59,sub_9235e40b64334f209e6a50e2,,invoice,
347,354,2,datahub,professional,annual,59990,10760,active,1,,,2023-05-24,2024-05-23,False,,,2023-05-24T13:10:52,2023-05-24T13:10:52,sub_ea540535b38c451e8c118b7a,PROMO57,card,
348,355,17,datahub,professional,annual,59990,0,active,10,,,2024-09-01,2025-09-01,False,,,2024-09-01T21:01:34,2024-09-01T21:01:34,sub_b40f269f45114eda98afbb76,,card,
349,356,12,datahub,enterprise,monthly,19999,0,active,1,,,2025-04-06,2025-05-06,False,,,2025-04-06T02:22:30,2025-04-06T02:22:30,sub_fd1fce7187a14bc2a2a5c201,,invoice,
350,357,8,cloudsync,enterprise,monthly,9999,0,canceled,1,,,2025-03-05,2025-04-04,True,2025-07-19T20:34:16,2025-08-18T20:34:16,2025-03-05T06:28:15,2025-03-05T06:28:15,sub_3863681400e348aaabdd8e1a,,invoice,
351,358,1,teamchat,starter,annual,14990,0,active,1,,,2024-12-07,2025-12-07,False,,,2024-12-07T19:33:37,2024-12-07T19:33:37,sub_90cba4d291594f25be6fa1f0,,bank_transfer,
352,358,5,teamchat,professional,monthly,4999,150,trial,18,2024-12-11,2024-12-25,2024-12-11,2025-01-10,False,,,2024-12-11T19:33:37,2024-12-11T19:33:37,sub_0a0c45127433470a99f1d262,PROMO28,card,
353,358,8,teamchat,professional,monthly,4999,241,active,5,,,2024-12-10,2025-01-09,False,,,2024-12-10T19:33:37,2024-12-10T19:33:37,sub_9c41a91dd6e845de83862bf8,PROMO80,card,
354,360,12,datahub,professional,annual,59990,0,trial,20,2025-04-21,2025-05-05,2025-04-21,2026-04-21,False,,,2025-04-21T15:48:44,2025-04-21T15:48:44,sub_1218b0ceaebb49d7b64c09d0,,bank_transfer,
355,361,4,teamchat,starter,monthly,1499,0,canceled,4,,,2023-03-25,2023-04-24,True,2024-04-12T13:25:24,2024-05-12T13:25:24,2023-03-25T02:30:59,2023-03-25T02:30:59,sub_df1b3dda80444bdab950653e,,card,
356,362,17,teamchat,starter,annual,14990,0,trial,19,2025-02-03,2025-02-17,2025-02-03,2026-02-03,False,,,2025-02-03T22:17:10,2025-02-03T22:17:10,sub_ab0b67127f7446b5abcbbbed,,card,
357,363,2,teamchat,professional,monthly,4999,0,trial,20,2024-06-23,2024-07-07,2024-06-23,2024-07-23,False,,,2024-06-23T03:33:35,2024-06-23T03:33:35,sub_e6ceb7e6b1764abe97636b91,,invoice,
358,364,10,datahub,starter,monthly,1999,0,trial,11,2023-09-27,2023-10-11,2023-09-27,2023-10-27,False,,,2023-09-27T04:45:38,2023-09-27T04:45:38,sub_10bf6bcbe1c0474c9bfb0e25,,card,
359,365,5,cloudsync,enterprise,monthly,9999,0,active,18,,,2024-06-12,2024-07-12,False,,,2024-06-12T15:39:51,2024-06-12T15:39:51,sub_830d1e157047452c9f16fae9,,card,
360,367,1,datahub,starter,monthly,1999,0,past_due,8,,,2024-10-13,2024-11-12,False,,,2024-10-13T20:16:38,2024-10-13T20:16:38,sub_3968c4345e164cfca7dde241,,invoice,
361,368,15,datahub,starter,monthly,1999,0,trial,9,2025-03-15,2025-03-29,2025-03-15,2025-04-14,False,,,2025-03-15T19:39:50,2025-03-15T19:39:50,sub_77c8986809e245baa48f7e7b,,card,
362,368,12,datahub,professional,monthly,5999,0,trial,16,2025-03-17,2025-03-31,2025-03-17,2025-04-16,False,,,2025-03-17T19:39:50,2025-03-17T19:39:50,sub_b4c1db6adfa846e594d82c60,,invoice,
363,369,14,cloudsync,enterprise,annual,99990,0,canceled,19,,,2025-03-20,2026-03-20,True,2025-09-29T05:03:14,2025-10-29T05:03:14,2025-03-20T10:44:30,2025-03-20T10:44:30,sub_38cf6b6754814c709d170862,,bank_transfer,
364,372,8,datahub,professional,monthly,5999,0,active,15,,,2025-09-08,2025-10-08,False,,,2025-09-08T04:00:20,2025-09-08T04:00:20,sub_f915eed876ca4086906b82b9,,invoice,
365,373,3,cloudsync,professional,annual,29990,0,active,10,,,2025-01-11,2026-01-11,False,,,2025-01-11T20:00:05,2025-01-11T20:00:05,sub_2af37940f1a140d3911e434d,,bank_transfer,
366,373,13,datahub,starter,monthly,1999,0,active,20,,,2025-01-14,2025-02-13,False,,,2025-01-14T20:00:05,2025-01-14T20:00:05,sub_e615a26a09b5496c972ae865,,bank_transfer,
367,375,1,teamchat,professional,annual,49990,0,trial,18,2024-04-08,2024-04-22,2024-04-08,2025-04-08,False,,,2024-04-08T16:25:01,2024-04-08T16:25:01,sub_b5ba5d76cb4e4aa7a9f9ddad,,invoice,
368,376,5,cloudsync,professional,monthly,2999,0,active,10,,,2024-06-11,2024-07-11,False,,,2024-06-11T18:57:48,2024-06-11T18:57:48,sub_e6528e2e0ecc40b3a54aacc9,,card,
369,377,13,teamchat,enterprise,monthly,14999,4176,active,6,,,2024-03-11,2024-04-10,False,,,2024-03-11T21:17:35,2024-03-11T21:17:35,sub_67c8cde84778434889f42fa0,PROMO73,bank_transfer,
370,378,5,teamchat,starter,annual,14990,0,canceled,20,,,2023-11-23,2024-11-22,True,2024-06-06T01:36:55,2024-07-06T01:36:55,2023-11-23T16:57:59,2023-11-23T16:57:59,sub_60c7db395ec647779f95240e,,invoice,
371,379,8,cloudsync,starter,monthly,999,0,canceled,2,,,2023-08-17,2023-09-16,True,2024-04-20T03:26:51,2024-05-20T03:26:51,2023-08-17T17:59:10,2023-08-17T17:59:10,sub_3c7e8979402747a9bc673270,,invoice,
